state_name,semester,med_chan
Alabama,0319,.2750344634472102
Alabama,0519,.2411989959014926
Alabama,0618,.3383616490533869
Alabama,0918,.7043626847332618
Alabama,1218,-.5030603510925213
Alaska,0319,.6759916035774305
Alaska,0519,.6284271142469766
Alaska,0618,2.516612029239251
Alaska,0918,-.6880478853017569
Alaska,1218,-.1074206379367171
Arizona,0319,.0677261659604023
Arizona,0519,-.2016756710123468
Arizona,0618,.2344389339384412
Arizona,0918,.1950860958992884
Arizona,1218,.3999059784152603
Arkansas,0319,.2514238801375024
Arkansas,0519,-3.328646111359768
Arkansas,0618,.0818873363642725
Arkansas,0918,-1.352105664134695
Arkansas,1218,-3.05567358120834
California,0319,-.4005403286203801
California,0519,-.2002297256460728
California,0618,-1.114549939333997
California,0918,-.3916125528136916
California,1218,-.5117436334247438
Colorado,0319,-.7685838971038694
Colorado,0519,.6343545540732576
Colorado,0618,-.1937933660349667
Colorado,0918,.3162209051664089
Colorado,1218,-1.680645311339624
Connecticut,0319,.6719644596488772
Connecticut,0519,-.0905883022519038
Connecticut,0618,-1.138255918518716
Connecticut,0918,.2816502673136823
Connecticut,1218,.8579455870449282
Delaware,0319,-.1459461050896116
Delaware,0519,-.0784926043930545
Delaware,0618,-.2661304630670047
Delaware,0918,.3316216467721844
Delaware,1218,.0353788485027096
District of Columbia,0319,.89695235798255
District of Columbia,0519,-.1793370712401043
District of Columbia,0618,-.4679369747387141
District of Columbia,0918,-.4958385710647217
District of Columbia,1218,.148519140404213
Florida,0319,-.767939596370304
Florida,0519,-.2658733587828976
Florida,0618,-1.418290362870367
Florida,0918,-.3376262111561612
Florida,1218,-.702716184870178
Georgia,0319,-.3414464341273904
Georgia,0519,-.0176022747555016
Georgia,0618,-.9296860160003084
Georgia,0918,-3.956129171876499
Georgia,1218,.3378119241310706
Hawaii,0319,-.2608698501964768
Hawaii,0519,-.09070682305925
Hawaii,0618,-2.899939713406807
Hawaii,0918,-1.013643105564643
Hawaii,1218,-.672849609019821
Idaho,0319,1.452814621020204
Idaho,0519,.6339877504799585
Idaho,0618,-1.593888970288326
Idaho,0918,1.484636252132465
Idaho,1218,.8145639155651363
Illinois,0319,-1.84482972910589
Illinois,0519,.139019948501562
Illinois,0618,.2955945724562925
Illinois,0918,-.9261302198533605
Illinois,1218,-2.610091722571695
Indiana,0319,.9231579355631681
Indiana,0519,-.2492792082101292
Indiana,0618,-1.238077031803686
Indiana,0918,.2739711698950043
Indiana,1218,-.6641651561315354
Iowa,0319,-.1350051633836391
Iowa,0519,.0950542776035901
Iowa,0618,.6562970957743053
Iowa,0918,.7470584877814046
Iowa,1218,.2502920612658111
Kansas,0319,-2.727914602331205
Kansas,0519,.0663586781351366
Kansas,0618,-1.928417155199014
Kansas,0918,-.5515625608561336
Kansas,1218,-.7535246225688796
Kentucky,0319,-.0496203026039588
Kentucky,0519,.167711254594427
Kentucky,0618,-2.565259285581678
Kentucky,0918,-1.375617336291246
Kentucky,1218,.0551232853478023
Louisiana,0319,-.9458434500060564
Louisiana,0519,-.4701159359106644
Louisiana,0618,-.8586362492359667
Louisiana,0918,.5347103860207758
Louisiana,1218,-1.110905054257605
Maine,0319,.8397154921888861
Maine,0519,-1.426675913269004
Maine,0618,-.9778698689754561
Maine,0918,-1.407489184413069
Maine,1218,-1.028354993118885
Maryland,0319,.7823584747128187
Maryland,0519,.3193605238816843
Maryland,0618,-1.689841147314541
Maryland,0918,-.174623860549139
Maryland,1218,.1226437109445921
Massachusetts,0319,.3001433195241265
Massachusetts,0519,.4086960721207955
Massachusetts,0618,-2.553583119573266
Massachusetts,0918,-.0606246438477176
Massachusetts,1218,-1.239517777414467
Michigan,0319,.5882694607669325
Michigan,0519,-.7052499545745161
Michigan,0618,-1.05162754134005
Michigan,0918,-.3744521657803479
Michigan,1218,-.6559301903181103
Minnesota,0319,-.7234964071266892
Minnesota,0519,-.2955254585649492
Minnesota,0618,.2877943771538494
Minnesota,0918,-.5988294391446658
Minnesota,1218,-.3702114561277559
Mississippi,0319,-.0894336358438275
Mississippi,0519,-.1689412282632641
Mississippi,0618,-1.15939338881621
Mississippi,0918,-.6329595616215933
Mississippi,1218,.0143233064067383
Missouri,0319,-1.545062170637035
Missouri,0519,-1.452183085970249
Missouri,0618,.2183007530234926
Missouri,0918,-1.322170017361379
Missouri,1218,-2.246553233395343
Montana,0319,-.7867933393325033
Montana,0519,-.6779592659810429
Montana,0618,.8424503337414624
Montana,0918,-.972545643112932
Montana,1218,-.3936335434565841
Nebraska,0319,.2379311321556443
Nebraska,0519,-.3867836405540781
Nebraska,0618,-.7974636226446452
Nebraska,0918,-.0997827161414833
Nebraska,1218,-.4392647355270007
Nevada,0319,-.4559321748217604
Nevada,0519,-.1836409220227209
Nevada,0618,.2433684588492913
Nevada,0918,-1.765080150292986
Nevada,1218,-1.474097643432437
New Hampshire,0319,-1.082281939791385
New Hampshire,0519,-.5409414914788191
New Hampshire,0618,-1.090574935848532
New Hampshire,0918,-.4299311758676261
New Hampshire,1218,.0455588952263719
New Jersey,0319,-.3040309424827692
New Jersey,0519,-.2126515771437965
New Jersey,0618,-.2116183414396677
New Jersey,0918,-1.24973638273923
New Jersey,1218,-.9770000869194106
New Mexico,0319,-.1198260859510025
New Mexico,0519,-.0705514096603577
New Mexico,0618,-1.375420220106871
New Mexico,0918,-.7063411815686815
New Mexico,1218,.1866842528644108
New York,0319,-.4041785879099424
New York,0519,-.2342107631473689
New York,0618,-.310851073536933
New York,0918,.1209520173232503
New York,1218,-.0774754159971081
North Carolina,0319,-.4745572407259591
North Carolina,0519,-.5017450084386144
North Carolina,0618,-.8396632527674641
North Carolina,0918,-.1574262755512756
North Carolina,1218,.0953092145341561
North Dakota,0319,1.076672104404564
North Dakota,0519,1.863866534044667
North Dakota,0618,-.1926177619547498
North Dakota,0918,-1.150388541825387
North Dakota,1218,-1.693134566044407
Ohio,0319,.0845517387510819
Ohio,0519,.214008369416141
Ohio,0618,-1.861269419574807
Ohio,0918,-.6187103363975766
Ohio,1218,-1.725232052287662
Oklahoma,0319,-.4599040240077179
Oklahoma,0519,-.3075114804286017
Oklahoma,0618,.4393856148379838
Oklahoma,0918,-.1259630928138078
Oklahoma,1218,-1.065091964683629
Oregon,0319,.4497723086130057
Oregon,0519,-.1787144666741125
Oregon,0618,.1245425569590397
Oregon,0918,-.0705024569574775
Oregon,1218,.320461162906982
Pennsylvania,0319,-.212227397566922
Pennsylvania,0519,-.3236492908483601
Pennsylvania,0618,-.3820902425295869
Pennsylvania,0918,-1.218550047451494
Pennsylvania,1218,-.612435185945881
Rhode Island,0319,-1.714459330420437
Rhode Island,0519,-.8601779779765062
Rhode Island,0618,-.3677646306363913
Rhode Island,0918,-.4492513666661924
Rhode Island,1218,-.4334081904135312
South Carolina,0319,.5338256670732289
South Carolina,0519,-.1260609957549619
South Carolina,0618,-1.767140795453714
South Carolina,0918,.9527398169032697
South Carolina,1218,-.0202165157411227
South Dakota,0319,-.0437023867462583
South Dakota,0519,.3517627886640895
South Dakota,0618,-.4461452852108194
South Dakota,0918,-.63208391085946
South Dakota,1218,-.390024115994958
Tennessee,0319,2.920608436587546
Tennessee,0519,.3981223611344564
Tennessee,0618,-2.103141335691783
Tennessee,0918,-3.856446962346782
Tennessee,1218,.0761368703793952
Texas,0319,-.396480355954143
Texas,0519,-1.115805479794707
Texas,0618,-.7664469336549296
Texas,0918,.185861922966124
Texas,1218,-.8297174508289484
Utah,0319,.5730412908767413
Utah,0519,.5528029922570177
Utah,0618,-1.121344674590941
Utah,0918,-.7763624029547
Utah,1218,-1.751850022686119
Vermont,0319,-.988238659636298
Vermont,0519,.1247269535606499
Vermont,0618,-1.600163928318621
Vermont,0918,-.905880643592194
Vermont,1218,-.7497782570686562
Virginia,0319,4.771415342719454
Virginia,0519,.7867741999391775
Virginia,0618,.6367776050043572
Virginia,0918,.003858896686304
Virginia,1218,.1048998003271295
Washington,0319,-.8080771603545034
Washington,0519,-.315279067118146
Washington,0618,-1.003762714513801
Washington,0918,-.8238725039909411
Washington,1218,.1694059565823691
West Virginia,0319,-.6414613849871187
West Virginia,0519,-.0525311564100073
West Virginia,0618,-.9861611815327409
West Virginia,0918,-.5714834275683423
West Virginia,1218,-1.306831334669512
Wisconsin,0319,1.133282427653981
Wisconsin,0519,.1635899853222877
Wisconsin,0618,-.813659207696138
Wisconsin,0918,-.4761751652507251
Wisconsin,1218,-.7858385989118699
Wyoming,0319,-.4792392077576868
Wyoming,0519,-2.061701090827306
Wyoming,0618,-1.997213190896419
Wyoming,0918,-.4556263500880342
Wyoming,1218,-2.140113407719046
